,date,difficulty,hash_rate,blk_size_mean,miners_revenue_usd,tx_count_day
81,2020-12-22,18670168558400.0,132718173.16882376,317178.399225,23995220.12075107,324163.0
82,2020-12-23,18670168558400.0,142927263.41257942,317364.353312,26038110.232698534,338463.0
83,2020-12-24,18670168558400.0,116940488.24665588,317556.484993,20751169.501283977,269559.0
84,2020-12-25,18670168558400.0,133646272.28189243,317716.457446,23792132.986943312,303901.0
85,2020-12-26,18670168558400.0,127149578.49041158,317901.639685,23722327.94400382,273954.0
86,2020-12-27,18670168558400.0,137358668.73416725,318091.265009,27533619.89224247,309005.0
87,2020-12-28,18600034145237.133,147938033.9968089,318284.261041,29968235.311181773,308983.0
88,2020-12-29,18599593048299.0,140537799.38571388,318491.948275,28221057.092363108,336311.0
89,2020-12-30,18599593048299.0,159029615.0943604,318685.941247,33896444.42080255,338258.0
90,2020-12-31,18599593048299.0,153482070.38176647,318902.037985,33284139.091827303,344918.0
91,2021-01-01,18599593048299.0,137764027.0294169,319114.0485,29068047.02881674,258080.0
92,2021-01-02,18599593048299.0,139613208.60028157,319315.580633,31908499.940662757,297111.0
93,2021-01-03,18599593048299.0,146085344.09830785,319526.405445,35922359.22404933,359116.0
94,2021-01-04,18599593048299.0,159954205.87979275,319729.832857,39752808.81415808,373734.0
95,2021-01-05,18599593048299.0,145160753.31287554,319957.982033,35314776.48318403,354091.0
96,2021-01-06,18599593048299.0,163652569.02152207,320160.890674,43004565.11013959,397384.0
97,2021-01-07,18599593048299.0,155331251.95263115,320390.014476,45226287.01495596,401744.0
98,2021-01-08,18599593048299.0,136839436.24398455,320603.341523,42358095.25666046,358526.0
99,2021-01-09,19365166707094.76,133808024.52210464,320794.958819,40693122.11401789,321389.0
100,2021-01-10,20607418304386.0,162879650.9247733,320970.191524,43171347.77742759,331865.0
101,2021-01-11,20607418304386.0,157757649.32336533,321174.048974,37697672.105572425,333958.0
102,2021-01-12,20607418304386.0,151611247.4016758,321380.113784,38534703.86316562,336627.0
103,2021-01-13,20607418304386.0,155708848.68280214,321576.046068,37493720.35220138,319167.0
104,2021-01-14,20607418304386.0,150586847.08139417,321768.18095,42518141.3229426,338809.0
105,2021-01-15,20607418304386.0,158782049.6436469,321958.923378,41733817.69406035,344002.0
106,2021-01-16,20607418304386.0,150586847.08139417,322162.948202,38126679.70239878,308461.0
107,2021-01-17,20607418304386.0,136245242.59745187,322356.7137,31937013.5207863,271874.0
108,2021-01-18,20607418304386.0,148538046.440831,322532.980588,36250411.753908925,313816.0
109,2021-01-19,20607418304386.0,152635647.72195736,322727.574032,38439879.37535342,325083.0
110,2021-01-20,20607418304386.0,144440445.1597046,322917.977201,34297105.93950238,314809.0
111,2021-01-21,20607418304386.0,132147641.31632549,323098.295987,30287474.72314571,290754.0
112,2021-01-22,20607418304386.0,145464845.4799862,323267.782096,31865792.143227555,326935.0
113,2021-01-23,20737086011821.6,159781151.23197326,323449.834946,33751644.506897256,305209.0
114,2021-01-24,20823531150112.0,143884925.38771522,323649.493637,30284997.15879116,253971.0
115,2021-01-25,20823531150112.0,144920068.73582825,323831.394778,33137293.923932903,309102.0
116,2021-01-26,20823531150112.0,166658079.0462025,324024.699614,35209827.729441255,336935.0
117,2021-01-27,20823531150112.0,146990355.43205437,324243.586211,30148573.701184303,323553.0
118,2021-01-28,20823531150112.0,150095785.47639358,324426.425364,32031715.884661224,325146.0
119,2021-01-29,20823531150112.0,157341788.913185,324617.270198,39455373.63302356,341036.0
120,2021-01-30,20823531150112.0,140779495.34337604,324816.810174,33651946.62402073,312313.0
121,2021-01-31,20823531150112.0,149060642.12828052,324993.65927,33412205.26586177,290753.0
122,2021-02-01,20823531150112.0,124217201.7735671,325182.480193,30096215.73409861,280863.0
123,2021-02-02,20823531150112.0,157341788.913185,325340.232112,38671645.45825114,364551.0
124,2021-02-03,20823531150112.0,155271502.21695888,325537.886238,39131400.43937232,344425.0
125,2021-02-04,20823531150112.0,165622935.69808948,325733.22657,43879560.21728376,367788.0
126,2021-02-05,20823531150112.0,174939225.83110696,325939.027519,45671119.753917314,360541.0
127,2021-02-06,21384451039675.53,169021265.50315762,326159.490668,45346981.33210906,333886.0
128,2021-02-07,21434395961349.0,166219498.0035569,326363.786006,41085629.48255814,286364.0
129,2021-02-08,21434395961349.0,172612555.6190783,326581.121143,48670642.79997875,335223.0
130,2021-02-09,21434395961349.0,152367873.16992718,326806.012404,51636507.49752802,360137.0
131,2021-02-10,21434395961349.0,152367873.16992718,326988.781601,49429153.26156691,340758.0
132,2021-02-11,21434395961349.0,137450738.7337105,327173.361167,47377470.06192563,304739.0
133,2021-02-12,21434395961349.0,151302363.56734022,327337.272531,53308083.0824142,343306.0
134,2021-02-13,21434395961349.0,167285007.6061438,327517.986707,53952453.191675015,336624.0
135,2021-02-14,21434395961349.0,158760930.78544855,327725.18977,50339561.18150959,298254.0
136,2021-02-15,21434395961349.0,160891949.9906224,327922.427974,51761591.27857075,308496.0
137,2021-02-16,21434395961349.0,128926661.9130153,328122.176804,42832906.95827337,296388.0
138,2021-02-17,21434395961349.0,147040325.15699264,328279.070966,51285528.64317585,317666.0
139,2021-02-18,21434395961349.0,145974815.55440575,328457.321409,53678746.908786446,316952.0
140,2021-02-19,21455226865438.4,163181402.20420986,328636.151912,59244126.43753824,341586.0
141,2021-02-20,21724134900047.0,157667240.0893604,328839.303891,59691256.6875985,320475.0
142,2021-02-21,21724134900047.0,152267677.07260144,329032.254856,57635434.78941177,271645.0
143,2021-02-22,21724134900047.0,143628376.2457872,329236.086424,52905473.90020501,285383.0
144,2021-02-23,21724134900047.0,137148900.6256765,329413.704812,48487887.64094238,287884.0
145,2021-02-24,21724134900047.0,171706103.93293357,329578.417244,59746178.57906681,358092.0
146,2021-02-25,21724134900047.0,168466366.12287825,329786.708488,57792548.4154015,326116.0
147,2021-02-26,21724134900047.0,150107851.8658979,329989.843206,47395143.797322005,306416.0
148,2021-02-27,21724134900047.0,169546278.72623003,330169.429139,51148405.64582984,320784.0
149,2021-02-28,21724134900047.0,141468551.03908366,330372.278421,40396048.67600178,254316.0
150,2021-03-01,21724134900047.0,140388638.43573186,330551.101988,44513744.09941872,280485.0
151,2021-03-02,21724134900047.0,154427502.27930507,330726.624019,50567917.70753806,338150.0
152,2021-03-03,21724134900047.0,164146715.7094711,330913.419605,55147754.83271214,333402.0
153,2021-03-04,21724134900047.0,138228813.22902828,331111.831806,45722350.32302363,289631.0
154,2021-03-05,21724134900047.0,160906977.89941573,331276.103795,49815984.01444393,317780.0
155,2021-03-06,21473685655440.383,162254330.9888254,331473.313681,49711918.89213497,287963.0
156,2021-03-07,21448277761060.0,155665151.9066483,331678.922192,49451162.50304934,260739.0
157,2021-03-08,21448277761060.0,165260948.9419896,331878.969768,53803631.21964566,291955.0
158,2021-03-09,21448277761060.0,149267953.88308737,332097.375819,52888356.46482327,299682.0
159,2021-03-10,21448277761060.0,158863750.91842875,332281.057891,57652864.476403445,344688.0
160,2021-03-11,21448277761060.0,140738356.51833954,332475.006879,52736912.574518405,291245.0
161,2021-03-12,21448277761060.0,159929950.58902222,332644.403425,60000114.24336446,320744.0
162,2021-03-13,21448277761060.0,152466552.89486787,332841.658419,59410978.32581383,277072.0
163,2021-03-14,21448277761060.0,167393348.28317663,333042.766242,64756375.03469501,308050.0
164,2021-03-15,21448277761060.0,157797551.24783528,333249.306592,59673362.68696073,292231.0
165,2021-03-16,21448277761060.0,158863750.91842875,333450.257261,57657199.41954258,319493.0
166,2021-03-17,21448277761060.0,145003155.2007135,333647.490914,54456146.87951972,296119.0
167,2021-03-18,21448277761060.0,162062349.9302092,333823.259823,64386085.97207126,331718.0
168,2021-03-19,21524403218194.305,158357615.36380938,334015.053008,61617467.94631133,316180.0
169,2021-03-20,21865558044611.0,167389189.0439892,334210.720246,61522483.4952451,286948.0
170,2021-03-21,21865558044611.0,169563074.61598912,334416.459813,60066262.67738397,234936.0
171,2021-03-22,21865558044611.0,164128360.68598944,334643.450255,58540676.97897906,297410.0
172,2021-03-23,21865558044611.0,174997788.54598877,334848.593397,60904323.71943131,314234.0
173,2021-03-24,21865558044611.0,165215303.47198936,335066.392469,56905120.7290735,305093.0
174,2021-03-25,21865558044611.0,167389189.0439892,335271.991469,55913485.57796882,318562.0
175,2021-03-26,21865558044611.0,147824218.8959905,335474.719544,49554041.05561001,293610.0
176,2021-03-27,21865558044611.0,172823902.97398886,335654.039524,59212965.29536148,288259.0
177,2021-03-28,21865558044611.0,172823902.97398886,335860.427386,58772016.35476238,248605.0
178,2021-03-29,21865558044611.0,164128360.68598944,336069.890997,59732041.28817989,303305.0
179,2021-03-30,21865558044611.0,158693646.7559898,336263.283195,58978791.97986809,321090.0
180,2021-03-31,21865558044611.0,170650017.401989,336454.897283,63698731.011946015,332749.0
181,2021-04-01,21865558044611.0,157606703.96998987,336666.2046,58722692.65813852,311939.0
182,2021-04-02,23064760716651.37,160517766.38346806,336859.858346,57243512.862984665,305788.0
183,2021-04-03,23137439666472.0,150672055.73110902,337043.892193,54056516.12378918,281717.0
184,2021-04-04,23137439666472.0,167924581.1965032,337215.791774,56501558.977773495,246007.0
185,2021-04-05,23137439666472.0,179426264.84009933,337415.783116,62213130.42119343,289046.0
186,2021-04-06,23137439666472.0,165624244.467784,337635.553683,58865753.6739137,309565.0
187,2021-04-07,23137439666472.0,180576433.2044589,337829.001614,61699929.39559078,321319.0
188,2021-04-08,23137439666472.0,154122560.82418784,338033.739108,53025106.53857864,278534.0
189,2021-04-09,23137439666472.0,174825591.38266087,338210.039529,62936805.508286126,324720.0
190,2021-04-10,23137439666472.0,180576433.2044589,338411.736447,64092742.42249997,299086.0
191,2021-04-11,23137439666472.0,166774412.8321436,338623.94498,58799840.659562446,253449.0
192,2021-04-12,23137439666472.0,165624244.467784,338823.530598,59662203.17826638,291369.0
193,2021-04-13,23137439666472.0,163323907.73906472,339017.377876,61441759.0375718,310213.0
194,2021-04-14,23137439666472.0,155272729.1885475,339207.511127,63141327.402798735,297494.0
195,2021-04-15,23217560568175.21,198514005.7096344,339381.391029,80172244.97007681,359440.0
196,2021-04-16,23581981443664.0,120743465.5644424,339607.8903,48356808.52401327,219704.0
197,2021-04-17,23581981443664.0,106676265.69285686,339744.025508,45028087.58663974,194580.0
198,2021-04-18,23581981443664.0,145361065.33971703,339867.016443,57721965.5233542,274735.0
199,2021-04-19,23581981443664.0,113709865.62864962,340027.633384,47180246.47068432,208413.0
200,2021-04-20,23581981443664.0,150050131.96357888,340154.065016,62004693.81146113,279977.0
201,2021-04-21,23581981443664.0,118398932.25251149,340324.333193,49225543.81325493,226021.0
202,2021-04-22,23581981443664.0,167634131.8030608,340456.355086,64293952.906998485,274610.0
203,2021-04-23,23581981443664.0,158255998.5553371,340638.819333,55567384.88797259,295731.0
204,2021-04-24,23581981443664.0,169978665.11499172,340816.370766,53877732.96517578,290690.0
205,2021-04-25,23581981443664.0,165289598.49112985,341008.684802,49453312.869487576,241041.0
206,2021-04-26,23581981443664.0,133638398.78006244,341197.87946,47389587.56067316,240687.0
207,2021-04-27,23581981443664.0,166461865.14709532,341347.825882,57182089.25851064,298109.0
208,2021-04-28,23581981443664.0,166461865.14709532,341534.906773,56029341.15713478,277126.0
209,2021-04-29,23581981443664.0,143016532.0277861,341721.227976,48848197.60179543,259465.0
210,2021-04-30,23581981443664.0,169978665.11499172,341887.630878,59389761.30317783,289389.0
211,2021-05-01,23004465874892.84,158954589.9843886,342089.017911,56995422.30720247,262991.0
212,2021-05-02,20608845737768.0,189527186.50027972,342275.902188,70637245.5046327,235214.0
213,2021-05-03,20608845737768.0,181331416.27324063,342536.559431,71252796.33298717,287007.0
214,2021-05-04,20608845737768.0,185429301.3867602,342795.146937,68034176.30412355,300824.0
215,2021-05-05,20608845737768.0,160841990.70564282,343037.180057,61161963.09240894,309774.0
216,2021-05-06,20608845737768.0,174160117.3245814,343248.656962,66659326.27502956,311380.0
217,2021-05-07,20608845737768.0,176209059.88134116,343480.129422,71663298.61460015,307988.0
218,2021-05-08,20608845737768.0,175184588.60296133,343703.135233,67678884.92096624,274691.0
219,2021-05-09,20608845737768.0,190551657.77865964,343927.508323,71465404.01503558,247866.0
220,2021-05-10,20608845737768.0,184404830.1083803,344180.666334,71072062.4963203,303297.0
221,2021-05-11,20608845737768.0,176209059.88134116,344427.945246,64607298.400094174,312115.0
222,2021-05-12,20608845737768.0,176209059.88134116,344660.020821,64585949.4848341,300452.0
223,2021-05-13,23227330060562.566,185896531.25400168,344896.112155,53650242.51126909,276472.0
224,2021-05-14,25046487590083.0,166839065.28467855,345107.41752,45652932.824427664,266055.0
225,2021-05-15,25046487590083.0,153143321.1195184,345283.587084,41386831.59001042,232099.0
226,2021-05-16,25046487590083.0,164348929.98192218,345449.023539,41709082.876608536,219435.0
227,2021-05-17,25046487590083.0,150653185.81676203,345630.188158,36875391.36590077,250910.0
228,2021-05-18,25046487590083.0,124506765.13781984,345792.055966,30628667.240716435,221018.0
229,2021-05-19,25046487590083.0,155633456.42227483,345925.142902,36558890.15030742,263419.0
230,2021-05-20,25046487590083.0,139447576.95435822,346090.308707,33135536.43756745,228039.0
231,2021-05-21,25046487590083.0,136957441.6516018,346236.224679,31984319.396481585,226351.0
232,2021-05-22,25046487590083.0,144427847.55987102,346378.108377,31076144.88179497,223800.0
233,2021-05-23,25046487590083.0,148163050.51400563,346527.706387,28944158.98421438,194320.0
234,2021-05-24,25046487590083.0,156878524.07365298,346691.878524,32668797.23653627,234755.0
235,2021-05-25,25046487590083.0,153143321.1195184,346861.353216,32577927.94728843,233644.0
236,2021-05-26,25046487590083.0,151898253.46814018,347028.674681,32976616.14112848,230753.0
237,2021-05-27,25046487590083.0,145672915.21124923,347187.215018,30872457.37497881,214035.0
238,2021-05-28,25046487590083.0,148163050.51400563,347335.098219,29892496.4361271,218311.0
239,2021-05-29,25046487590083.0,144427847.55987102,347495.059559,27237217.13936704,198332.0
240,2021-05-30,21214345448186.625,151858199.84334671,347648.846394,33235125.091146626,179795.0
241,2021-05-31,21047730572452.0,147526659.02062267,347864.261836,33914623.681255355,226469.0
242,2021-06-01,21047730572452.0,148572947.38247102,348067.570582,34238305.81555942,234561.0
243,2021-06-02,21047730572452.0,173683868.0668324,348261.406039,41033277.7360982,250589.0
244,2021-06-03,21047730572452.0,153804389.191713,348475.947099,37237145.28549553,255621.0
245,2021-06-04,21047730572452.0,137063775.4021388,348665.924765,32433139.61324548,236672.0
246,2021-06-05,21047730572452.0,137063775.4021388,348833.967405,31004148.542508267,194580.0
247,2021-06-06,21047730572452.0,156943254.27725816,348976.235834,34551597.29480198,185305.0
248,2021-06-07,21047730572452.0,139156352.12583557,349119.450745,32065211.206185155,235479.0
249,2021-06-08,21047730572452.0,155896965.91540977,349285.581629,31680869.696719125,246906.0
250,2021-06-09,21047730572452.0,131832333.59289683,349477.10319,29082024.72863661,210911.0
251,2021-06-10,21047730572452.0,123462026.69810976,349611.985192,28990968.60722536,252983.0
252,2021-06-11,21047730572452.0,109860277.9940807,349766.42046,25753794.507168025,216502.0
253,2021-06-12,21047730572452.0,138110063.76398718,349913.53016,31189778.559382275,222774.0
254,2021-06-13,20836567779802.566,136724465.12868512,350110.221082,31382108.55365283,187098.0
255,2021-06-14,19932791027263.0,133766696.2189013,350265.701345,36421303.120417744,242416.0
256,2021-06-15,19932791027263.0,129803238.5531561,350436.01929,34465050.9411636,241861.0
257,2021-06-16,19932791027263.0,121876323.22166562,350605.451298,31780141.800057422,252937.0
258,2021-06-17,19932791027263.0,128812374.13671976,350771.893461,32585835.143843785,237725.0
259,2021-06-18,19932791027263.0,122867187.63810194,350924.115207,29858234.31511843,222918.0
260,2021-06-19,19932791027263.0,102059034.89293952,351068.568268,23856840.00185822,187042.0
261,2021-06-20,19932791027263.0,104040763.72581212,351190.750531,23743052.0992393,167249.0
262,2021-06-21,19932791027263.0,104040763.72581212,351323.082765,23126700.27996504,205050.0
263,2021-06-22,19932791027263.0,90168661.89570382,351465.383959,19804046.130290017,196523.0
264,2021-06-23,19932791027263.0,100077306.0600669,351592.244839,23621428.33108729,232704.0
265,2021-06-24,19932791027263.0,104040763.72581212,351732.681689,23766132.38608606,233278.0
266,2021-06-25,19932791027263.0,108995085.80799364,351877.557992,24364896.164727684,218245.0
267,2021-06-26,19932791027263.0,88186933.06283121,352031.4385,18459502.48536148,181628.0
268,2021-06-27,19932791027263.0,58461000.56974205,352157.645266,13064509.932234002,124640.0
269,2021-06-28,19932791027263.0,86205204.22995861,352241.725649,20581265.559633788,217898.0
270,2021-06-29,19932791027263.0,89177797.47926754,352360.822241,21860395.240822986,205616.0
271,2021-06-30,19932791027263.0,88186933.06283121,352487.065316,21597056.01010785,218734.0
272,2021-07-01,19932791027263.0,94132119.56144908,352608.287244,22482193.59954811,230253.0
273,2021-07-02,19932791027263.0,89177797.47926754,352740.54519,20787750.55088921,188568.0
274,2021-07-03,15634861856766.195,98706076.21227616,352866.771075,29286315.156302497,237463.0
275,2021-07-04,14363025673660.0,82108836.0775171,353047.340478,26850966.694825143,171850.0
276,2021-07-05,14363025673660.0,94246664.01941094,353212.926524,29781454.423735674,223760.0
277,2021-07-06,14363025673660.0,101386562.80876024,353386.979826,31922406.81313202,228279.0
278,2021-07-07,14363025673660.0,87820755.10899657,353543.967417,27871474.45653536,221227.0
279,2021-07-08,14363025673660.0,99244593.17195548,353688.227068,29946768.12842675,230719.0
280,2021-07-09,14363025673660.0,93532674.14047602,353831.436646,28042394.08723746,227511.0
281,2021-07-10,14363025673660.0,114952370.50852396,353996.544695,34562838.34397255,187263.0
282,2021-07-11,14363025673660.0,89248734.86686642,354131.879334,27450462.488367923,166144.0
283,2021-07-12,14363025673660.0,89962724.74580133,354270.595707,27887294.46842595,220269.0
284,2021-07-13,14363025673660.0,97102623.53515066,354418.993998,28926080.150108404,229916.0
285,2021-07-14,14363025673660.0,121378279.41893832,354576.61998,35713899.10215972,236217.0
286,2021-07-15,14363025673660.0,91390704.5036712,354731.335208,26360965.372066207,226234.0
287,2021-07-16,14363025673660.0,107098481.84023967,354886.561004,30312671.303400345,223466.0
288,2021-07-17,14348541098817.076,101997588.09440474,355026.210712,28583415.04251025,182047.0
289,2021-07-18,13672594272814.0,97872242.0886884,355138.097216,28985344.26837008,161122.0
290,2021-07-19,13672594272814.0,115543619.13247934,355254.012199,33665753.26013767,226803.0
291,2021-07-20,13672594272814.0,82919538.43624988,355409.394437,23622405.807595752,230509.0
292,2021-07-21,13672594272814.0,98551910.4365265,355566.233502,28599770.53082254,235680.0
293,2021-07-22,13672594272814.0,103989257.2192314,355724.623146,32359585.95660673,230282.0
294,2021-07-23,13672594272814.0,91755226.95814537,355868.743969,27972459.84596659,231130.0
295,2021-07-24,13672594272814.0,104668925.56706952,356011.421599,33022007.456692237,198091.0
296,2021-07-25,13672594272814.0,103989257.2192314,356140.836367,33196893.294046123,174535.0
297,2021-07-26,13672594272814.0,101950252.17571706,356262.687821,36493145.8849538,261950.0
298,2021-07-27,13672594272814.0,115543619.13247934,356435.350901,40625844.53592668,255221.0
299,2021-07-28,13672594272814.0,106707930.61058386,356620.439862,39723886.33306228,251223.0
300,2021-07-29,13672594272814.0,108746935.6540982,356779.797033,40901817.89725001,262612.0
301,2021-07-30,13672594272814.0,112824945.7411269,356943.395109,42087445.1906185,255417.0
302,2021-07-31,14319158983942.734,112465862.1258896,357097.583445,41621939.12190639,207348.0
303,2021-08-01,14496442856349.0,110975800.79118258,357225.495805,40874038.11368588,185157.0
304,2021-08-02,14496442856349.0,103048957.87752669,357345.534188,35937889.12802676,239277.0
305,2021-08-03,14496442856349.0,121785132.03707698,357527.27294,41637592.37890438,246198.0
306,2021-08-04,14496442856349.0,98004603.29610927,357687.067276,33520445.17127036,239596.0
307,2021-08-05,14496442856349.0,115299533.28954034,357847.449786,39935192.170622125,246175.0
308,2021-08-06,14496442856349.0,114578911.20648073,358001.545754,41573126.86150505,260810.0
309,2021-08-07,14496442856349.0,120343887.87095772,358166.416864,45850268.790412456,212229.0
310,2021-08-08,14496442856349.0,113858289.12342106,358297.66694,44179354.81712923,191623.0
311,2021-08-09,14496442856349.0,109534556.62506332,358425.878441,43228448.21630561,252660.0
312,2021-08-10,14496442856349.0,118902643.70483848,358597.178472,48233368.67053298,260968.0
313,2021-08-11,14496442856349.0,105931446.20976518,358760.575738,42939210.62213866,262437.0
314,2021-08-12,14496442856349.0,108813934.5420037,358923.618005,42929376.7834287,250961.0
315,2021-08-13,15324761487407.408,108175319.62792765,359078.930183,42018438.48174473,260624.0
