date,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,symbol,interval,tx_count,price_usd,fee_total_btc,supply_btc,hash_rate_x,active_addresses,difficulty,hash_rate_y,blk_size_mean,miners_revenue_usd,tx_count_day,market_cap_usd,tx_volume_usd,nvt
2020-10-11,11294.78,11450.73,11273.77,11369.59,146323.076,1662984690.97067,587941,70072.329,796465960.35303,BTCUSDT,1d,257292.0,11378.2625284629,51.72072143,18514275.70034825,134303836.4311297,791020.0,19298087186263.0,134303836.4311328,304255.797541,10659930.880493836,256096.0,211246522812.5,651622749.4229141,324.18530967432116
2020-10-12,11369.59,11732.0,11157.0,11530.36,254217.203,2913019650.11615,781051,123464.434,1415402006.56224,BTCUSDT,1d,315903.0,11548.401556692,75.1001319,18515205.2681668,142937654.4874166,945894.0,19298087186263.0,142937654.4874199,304405.353196,11515021.10073398,314174.0,212552487000.0,1519550414.7656412,139.87853573965282
2020-10-13,11530.37,11562.0,11308.0,11419.36,199115.115,2276664144.17067,693780,95540.483,1092713247.22039,BTCUSDT,1d,330320.0,11434.9687849211,73.30905492,18516242.24390416,159245977.48262516,1049377.0,19298087186263.0,159245977.48262888,304582.009327,12872175.626639746,333215.0,210592507928.125,1713107902.128088,122.9300896146232
2020-10-14,11419.36,11550.0,11280.5,11417.13,192936.97,2198967087.67917,694620,93295.555,1063382407.09052,BTCUSDT,1d,318750.0,11417.10811391,74.9332009,18517173.47788756,142937654.4874166,952949.0,19298087186263.0,142937654.4874199,304790.528621,11605343.496273927,314541.0,211315932675.0,1641335688.119119,128.74632179426777
2020-10-15,11417.12,11649.48,11250.0,11502.0,215260.399,2455108608.64026,768321,114746.857,1309213591.497,BTCUSDT,1d,337702.0,11502.5812390415,76.76943659,18518117.22786026,144856280.72214702,1035214.0,19298087186263.0,144856280.7221504,304959.90279,11814116.192273524,340993.0,211206336156.25,1656087273.91197,127.53333684965976
2020-10-16,11502.0,11538.92,11175.0,11318.92,212339.085,2406176538.70338,725825,98735.212,1119053627.21275,BTCUSDT,1d,319791.0,11338.9871765634,63.13531232,18519085.97786026,148693533.19160783,973228.0,19298087186263.0,148693533.1916113,305150.364856,11742282.088889891,324647.0,209773193734.375,1735871118.0383928,120.84606486881786
2020-10-17,11319.51,11424.09,11250.0,11356.25,95892.966,1086838512.10945,459443,48001.372,544169515.57417,BTCUSDT,1d,278655.0,11362.8022174167,35.50804748,18520067.22786026,152593470.69353917,851147.0,19529685517635.715,152419671.45957646,305338.81432,11674223.51603316,275069.0,209274658125.0,694375228.5853593,301.38554704975905
2020-10-18,11356.25,11529.93,11342.54,11501.1,92472.191,1056889045.95337,444193,50893.731,581765716.60191,BTCUSDT,1d,234650.0,11489.6225650497,37.25801212,18520817.22786026,119288755.69898535,744786.0,19997335994446.0,119288755.698985,305500.436801,8982105.736832837,231557.0,211784418906.25,564810368.5227593,374.9655295106645
2020-10-19,11501.5,11830.0,11404.01,11745.0,230161.648,2677138464.51185,770332,121302.088,1410835904.42171,BTCUSDT,1d,303148.0,11745.8119675628,51.19663268,18521598.47786026,124259120.5197764,930306.0,19997335994446.0,124259120.51977606,305630.355788,9776921.35454538,303929.0,217701857925.0,1621572965.596006,134.2535072697047
2020-10-20,11744.99,12045.78,11673.0,11900.03,312811.802,3710691439.20796,1059398,160448.693,1903506839.76031,BTCUSDT,1d,331386.0,11929.4572507306,78.26525349,18522498.47786026,143146506.83878234,1011847.0,19997335994446.0,143146506.838782,305789.82992,11710523.407490088,330563.0,221805290937.5,1656442476.473881,133.9046143091329
2020-10-21,11900.03,13240.0,11876.0,12796.07,591963.069,7435850474.64387,1870576,305797.698,3837865012.63553,BTCUSDT,1d,308240.0,12848.4906177674,119.36065891,18523310.97786026,129229485.34056744,1013298.0,19997335994446.0,129229485.3405671,305966.477144,11562043.137415787,311292.0,237912623000.0,2381891958.1275086,99.88388524013142
2020-10-22,12796.06,13188.27,12675.5,12968.87,343851.666,4448237306.19638,1232587,162855.788,2107012797.4045,BTCUSDT,1d,341549.0,12997.4993417884,166.80996828,18524167.22786026,136187996.0896749,1048775.0,19997335994446.0,136187996.08967456,306135.000548,13585268.793336762,339087.0,239608748437.5,3311533243.6679773,72.35583362953061
2020-10-23,12970.39,13043.0,12725.04,12925.82,237042.526,3059965867.59326,897416,112051.403,1446911171.49377,BTCUSDT,1d,321018.0,12953.4296969608,140.25215872,18524983.98986026,130223558.30472566,977710.0,19997335994446.0,130223558.30472532,306310.945851,12640081.09752187,323869.0,236303385225.0,2772642131.3782315,85.22678875529377
2020-10-24,12925.82,13177.59,12871.07,13110.88,176146.631,2296046388.61355,801400,87149.401,1136114842.80262,BTCUSDT,1d,304224.0,13113.8669231444,93.3237912,18525933.98986026,151099090.55204803,1098917.0,19997335994446.0,151099090.55204767,306479.069345,13768787.568247974,306774.0,243058332000.0,1019815578.520192,238.3355747052726
2020-10-25,13110.88,13369.0,12715.0,13023.81,206012.652,2690867875.55715,889235,100425.308,1311919681.18729,BTCUSDT,1d,242596.0,13041.6410374635,63.99985103,18526665.23986026,116306536.80651072,851199.0,19997335994446.0,116306536.8065104,306682.596849,10397996.375269836,242273.0,240826867181.25003,770092624.095325,312.72454721166054
2020-10-26,13024.21,13240.0,12729.0,13047.24,316503.296,4121218762.83565,1105825,157389.764,2050474015.05994,BTCUSDT,1d,255058.0,13080.6561698422,117.7810379,18527352.73986026,109348026.05740324,825846.0,19997335994446.0,109348026.05740292,306843.144386,10435984.482452529,252494.0,243643094268.75,2143577766.8448277,113.66188716697359
2020-10-27,13047.24,13787.83,13041.3,13629.38,411509.506,5533418976.94019,1299183,213506.947,2871048375.44906,BTCUSDT,1d,255102.0,13675.5239275278,195.65821025,18527971.48986026,98413223.45166296,827512.0,19997335994446.0,98413223.45166264,306990.71018,10871089.34394712,251938.0,251831386700.0,1916977068.721834,131.36901364600644
2020-10-28,13629.89,13863.0,12876.0,13256.17,476993.789,6377260018.41431,1564676,233144.485,3116858196.47847,BTCUSDT,1d,259212.0,13290.3288497954,226.40877873,18528596.48986026,99407296.41582118,817505.0,19997335994446.0,99407296.41582084,307119.388589,11446509.259696554,261340.0,241880955975.00003,2517314639.707993,96.08689837955977
2020-10-29,13255.79,13637.22,12965.0,13446.65,355352.336,4735209655.61303,1247634,182192.752,2428564107.59832,BTCUSDT,1d,277836.0,13475.2173007013,261.20613671,18529271.48986026,107359880.12908688,887772.0,19997335994446.0,107359880.12908652,307248.449053,12458484.387886178,276070.0,251135512200.0,2135566368.3007383,117.59667876762244
2020-10-30,13446.65,13665.65,13100.0,13549.12,349890.573,4684549159.29936,1245765,178139.677,2385629724.95437,BTCUSDT,1d,267995.0,13603.2960908825,264.8941163,18529965.23986026,110342099.02156147,901403.0,19997335994446.0,110342099.02156112,307388.316669,12828892.041338578,268364.0,247142207812.5,1893674939.141356,130.50930901824208
2020-10-31,13549.12,14140.0,13403.36,13783.73,357853.23,4923864620.90212,1344037,182804.838,2515861128.84144,BTCUSDT,1d,274513.0,13807.2336110462,255.82083537,18530671.4793548,112330244.9498779,875335.0,19997335994446.0,112330244.94987756,307532.187125,13341986.845960088,275796.0,254323391256.25,1316281834.8887043,193.21347793100392
2020-11-01,13783.73,13891.52,13605.9,13752.86,198395.231,2727415103.81043,885249,97711.344,1343534847.02547,BTCUSDT,1d,276664.0,13736.89941128,179.25705954,18531452.69451533,124259120.5197764,897445.0,19997335994446.0,124259120.51977606,307676.67763,13377441.175498055,276280.0,255296971068.75,1188080329.7413285,214.8819104886063
2020-11-02,13752.87,13823.75,13195.0,13540.54,327991.768,4433952125.46344,1222326,161896.733,2189442537.81791,BTCUSDT,1d,225214.0,13595.5647603741,215.46989198,18532046.44451533,94436931.59503014,777173.0,19997335994446.0,94436931.5950298,307832.500894,10902576.25650482,224609.0,249645161356.25,1715336327.8298092,145.5371505319271
2020-11-03,13541.55,14070.0,13276.33,14016.55,348730.51,4748953992.22126,1303446,177409.088,2417380647.73177,BTCUSDT,1d,330051.0,13996.915398597312,283.29122639,18532921.44450987,123534519.48211516,1029970.0,17865273539019.508,124332259.0484446,307958.584066,15826226.373946056,331673.0,254760791537.5,3811487630.8471503,66.84025142195628
2020-11-04,14016.55,14280.0,13512.0,14134.31,451433.42,6269163703.99695,1677175,229094.676,3181919979.03615,BTCUSDT,1d,319925.0,14129.148195499703,205.82925032,18533915.19447165,132689483.09191573,1175181.0,16787779609933.0,132689483.0919183,308138.034269,16641138.126188194,320697.0,255431711812.5,1988917620.244285,128.42749705295842
2020-11-05,14134.32,15777.0,14088.01,15598.75,717489.697,10661964053.31626,2418730,355528.624,5281275217.72033,BTCUSDT,1d,319993.0,15606.46683372297,266.01134465,18534833.94446619,122675182.48120517,1071518.0,16787779609933.0,122675182.48120748,308351.568205,20893224.438920557,318668.0,276036914775.0,5149644713.046795,53.603098884793226
2020-11-06,15598.74,15984.2,15177.0,15590.96,559380.06,8719764932.89141,2067927,260161.397,4056820812.44299,BTCUSDT,1d,334639.0,15618.972471361778,228.91087168,18535790.19446619,127682332.7865603,1080743.0,16787779609933.0,127682332.78656287,308540.024361,18889243.16455169,340351.0,286112785774.91394,3527917034.289506,81.09963556230136
2020-11-07,15590.95,15774.0,14350.0,14824.34,457582.681,6921481478.48889,1783469,217481.959,3289643705.77585,BTCUSDT,1d,273328.0,14866.356304500296,136.73902777,18536702.69446619,121840657.43031262,1055012.0,16787779609933.0,121840657.43031491,308734.671918,16132958.559332216,270901.0,284962671393.75,1502513708.7042077,189.65728548294342
2020-11-08,14824.33,15678.0,14710.0,15473.2,290616.393,4428801810.67248,1188596,140057.853,2134422582.04064,BTCUSDT,1d,243396.0,15500.000707188785,93.51738948,18537565.19446619,115164457.02317227,920529.0,16787779609933.0,115164457.02317438,308933.234737,15148276.024686076,243047.0,282240065717.56494,1123463511.0622897,251.22317096947202
2020-11-09,15473.2,15869.0,14822.0,15328.72,474181.983,7271506165.70421,1801578,225448.915,3458349120.75519,BTCUSDT,1d,320528.0,15319.819972530682,141.12679205,18538721.44446619,154387134.41512182,1188873.0,16787779609933.0,154387134.41512507,309122.444141,20216887.388651717,326383.0,278003064825.0,2728063355.8702464,101.90491515777778
2020-11-10,15328.72,15474.17,15071.0,15294.68,244073.495,3732294398.38728,1109192,117575.616,1798149601.39652,BTCUSDT,1d,308276.0,15319.27567621274,156.33777491,18539640.19446619,122675182.48120517,1026623.0,16787779609933.0,122675182.48120748,309376.123793,16459647.090100149,303270.0,280873425000.00006,2632911827.6774883,106.677869743842
2020-11-11,15294.68,16000.0,15274.89,15690.24,330772.852,5177231131.45298,1387218,159256.703,2493407884.93597,BTCUSDT,1d,318925.0,15731.241105786092,105.98483935,18540558.94446619,122675182.48120517,1004339.0,16787779609933.0,122675182.48120748,309556.282154,16020485.034676496,322277.0,293735458181.24994,2715135370.028515,108.18446160132527
2020-11-12,15690.24,16345.0,15437.7,16289.02,471759.126,7523910248.8996,1927371,234735.974,3745542477.12961,BTCUSDT,1d,329630.0,16289.814897720637,105.30762673,18541558.94446073,133524008.14280824,1064270.0,16787779609933.0,133524008.14281088,309746.890838,17804675.564513773,324855.0,298821768003.12494,3262813497.119191,91.58407866921023
2020-11-13,16289.01,16479.99,15955.6,16320.54,306656.359,4984405298.81905,1405591,144127.705,2343193250.77086,BTCUSDT,1d,301426.0,16330.06276797195,100.3890895,18542427.69444435,115998982.3411126,999523.0,16787779609933.0,115998982.07406694,309946.504116,16032046.443972783,300040.0,299059082337.5,2656697442.1882963,112.56798669974549
2020-11-14,16320.54,16326.82,15700.0,16064.51,266206.937,4251500067.66192,1235238,135009.442,2156719599.99496,BTCUSDT,1d,272079.0,16102.010016949156,56.23647606,18543315.19444435,118502557.09321824,915336.0,16787779609933.0,118502557.22674464,310123.98087,15597257.884330552,273511.0,295949372249.99994,1356685552.9036057,218.14146366975245
2020-11-15,16064.51,16161.23,15768.0,15952.27,210318.453,3359401680.11398,1160914,109037.561,1741822737.27487,BTCUSDT,1d,248137.0,15986.7549905903,42.34032535,18544252.69444435,125178757.6338828,845204.0,16787779609933.0,125178757.6338852,310307.264344,15662707.440931926,252715.0,297799501162.5,795037576.249102,374.5728630431339
2020-11-16,15951.93,16882.0,15862.0,16707.07,342459.329,5627638531.07377,1452989,180565.446,2967166855.27949,BTCUSDT,1d,312340.0,16743.05393980129,84.52964229,18545252.69444435,135735925.23468184,1041491.0,17040598812944.877,135534841.86269382,310487.954635,17711414.833960325,311477.0,306670839443.75,2343880257.789508,130.83895323772575
2020-11-17,16707.0,17890.1,16550.0,17670.01,524094.697,9050160241.00472,2012288,261569.252,4512400955.00465,BTCUSDT,1d,350945.0,17682.16918702513,91.44362315,18546233.94441705,137334451.1504863,1142716.0,17596801059571.0,137334450.8705656,310681.524903,18324639.99735234,347772.0,320661312562.5,3117390382.4550147,102.86209721028652
2020-11-18,17670.01,18520.0,17215.03,17788.32,732937.097,13108477651.19909,2750334,352520.464,6306428689.02635,BTCUSDT,1d,362407.0,17804.690023962594,98.6483144,18547290.19441705,147831351.5740522,1197076.0,17596801059571.0,147831351.5740483,310882.84935,21194109.321156435,362007.0,332043502612.41034,4148880836.428013,80.0320654420829
2020-11-19,17788.32,18200.0,17347.27,17811.68,406500.977,7243709977.39353,1642647,198063.499,3531122531.31739,BTCUSDT,1d,309724.0,17818.668662185857,92.83101157,18548146.44441705,119839616.50472264,1052034.0,17596801059571.0,119839616.36476108,311096.13685,16988027.064900875,311061.0,333947466000.0,2649430667.646257,126.0449915062988
2020-11-20,17811.68,18831.6,17748.92,18664.31,407926.802,7497709362.56215,1699255,196545.447,3612706221.05277,BTCUSDT,1d,346562.0,18663.78185312683,74.90910661,18549196.44441705,146956610.2686377,1177776.0,17596801059571.0,146956609.8487581,311278.347427,20641618.88821196,348026.0,346672119546.875,4202034216.731514,82.50102252059443
2020-11-21,18662.85,18986.0,18302.08,18721.99,342412.49,6408035133.45486,1467289,160371.675,3001956086.54355,BTCUSDT,1d,308830.0,18706.58933541788,46.76982834,18550252.69441705,147831351.5740522,1007240.0,17596801059571.0,147831351.5740483,311494.073903,20655875.92406429,311189.0,348202753912.5,2261632554.633789,153.96079845025142
2020-11-22,18721.99,18780.0,17645.98,18435.2,373779.417,6856294687.86623,1611056,174390.001,3198892160.56148,BTCUSDT,1d,273653.0,18482.692631735823,32.02519045,18551340.19441705,152205060.20050347,875364.0,17596801059571.0,152205060.20049945,311688.422394,20906345.739519317,271125.0,337927748400.0,1454587916.630766,232.31854502320874
2020-11-23,18434.17,18812.65,18013.97,18382.07,364221.378,6718716197.90407,1558298,175670.66,3240552006.68175,BTCUSDT,1d,301519.0,18373.2577597896,58.86318321,18552258.94441705,128587033.61766668,1014814.0,17596801059571.0,128587033.61766332,311850.201751,18011288.3905691,297840.0,339931388006.25,2703213540.7977214,125.75084538306058
2020-11-24,18382.07,19440.0,18000.0,19179.64,477968.289,9042446485.58226,2009567,227534.885,4304225416.67349,BTCUSDT,1d,330918.0,19150.251048509646,86.72336781,18553108.94441159,118964874.63947392,1052398.0,17596801059571.0,118964874.63947085,312030.926054,17683648.930801246,333293.0,358361108867.128,4162955937.5419774,86.08332978867001
2020-11-25,19178.53,19554.19,18509.12,18741.67,426276.99,8117262497.74923,1821978,200114.327,3813276519.75653,BTCUSDT,1d,362628.0,18748.393713033314,97.856615,18554077.69432969,135584967.55994713,1127776.0,17596801059571.0,135584967.41998515,312203.751334,20363512.95999495,361990.0,355242485681.25,3581534995.903928,99.18721612033053
2020-11-26,18741.66,18940.69,16181.0,17155.34,850692.856,14698559977.07114,3571835,401324.909,6932738422.11978,BTCUSDT,1d,321713.0,17113.716871420223,103.38698218,18555015.19365265,131211259.21341324,1115848.0,17596801059571.0,131211258.793534,312394.89733,18340061.78604947,323975.0,317556980324.99994,3560329146.149023,89.19315245571627
2020-11-27,17155.37,17465.0,16444.83,17144.1,398072.933,6748491428.31569,1639548,191478.013,3247590460.26423,BTCUSDT,1d,323696.0,17101.603018059614,84.44098525,18555977.69336873,134710225.69469845,1099990.0,17596801059571.0,134710225.69469494,312589.671749,17988301.561259545,322445.0,308694288800.0,3539855459.5656195,87.20533714613316
2020-11-28,17144.11,17880.0,16865.78,17717.74,268833.749,4666900540.00932,1129925,129558.247,2250203980.09544,BTCUSDT,1d,292638.0,17745.377312448858,55.62880464,18556940.19336873,134710225.69469845,1038684.0,17596801059571.0,134710225.69469494,312787.51199,17630656.51384634,293949.0,322368621025.0,1310741286.2452636,245.94374527444234
2020-11-29,17717.74,18343.0,17523.0,18181.09,256024.006,4609730542.10836,1125785,130770.777,2356413236.21816,BTCUSDT,1d,259705.0,18190.866880420806,39.65689557,18557877.69336327,135787629.27682322,875712.0,18158528379021.04,135399801.26976258,312990.878946,18023228.15797287,263573.0,335208412462.5,1353406964.7056353,247.67746967772365
2020-11-30,18180.43,19944.0,18178.82,19720.0,500482.574,9568806966.58092,2089768,257982.052,4930629706.98226,BTCUSDT,1d,262264.0,19664.407606662764,75.91554544,18558583.94336327,107610727.91731204,903580.0,19157154724710.0,107610727.917311,313156.918048,14684437.13730185,256551.0,358467793246.875,3302208582.016012,108.55395240600728
2020-12-01,19722.09,19956.0,18050.0,18772.7,553885.333,10601482195.21762,2558348,268754.539,5146387321.84585,BTCUSDT,1d,378285.0,18820.60778959673,147.17867432,18559533.94335235,144750713.6586849,1179012.0,19157154724710.0,144750713.6586838,313305.404672,21143567.33429405,378068.0,358112782103.125,4627255393.593444,77.39205028513047
2020-12-02,18770.33,19365.0,18329.58,19207.01,335717.482,6352815848.9335,1606530,164736.833,3118419441.82275,BTCUSDT,1d,327335.0,19214.872229047334,128.55952506,18560352.69335235,124752259.7979457,1015318.0,19157154724710.0,124752259.79794464,313499.631397,18291019.906802543,327019.0,349860241250.0,2983704874.188316,117.25698619746218
2020-12-03,19207.01,19640.0,18865.0,19434.3,245020.576,4724323628.54077,1272309,121969.824,2352257007.3615,BTCUSDT,1d,343706.0,19470.31120806546,145.3310132,18561333.94332505,149512250.29219425,1165469.0,19157154724710.0,149512250.29219317,313664.350458,21762338.78996689,346921.0,359705927546.875,2744199631.0179462,131.07862980560347
2020-12-04,19432.66,19537.16,18570.0,18664.2,276271.939,5260370304.1658,1376095,130243.878,2480767591.89256,BTCUSDT,1d,315591.0,18732.967090999413,106.80439393,18562233.94329229,137132255.04506996,1070208.0,19157154724710.0,137132255.0450689,313869.833518,19296507.660683624,318894.0,351862693700.0,3109317273.318671,113.16397227113654
2020-12-05,18662.72,19203.46,18510.0,19147.62,165912.647,3145507861.15582,946103,82521.25,1564751855.58149,BTCUSDT,1d,283933.0,19114.633130917588,71.55543218,18563133.94323769,137132255.04506996,1077064.0,19157154724710.0,137132255.0450689,314060.03779,18632287.72198453,282599.0,354255814900.0,1245963842.4548998,284.3227089174725
2020-12-06,19147.63,19449.1,18855.35,19375.02,176004.606,3370639869.06208,943780,87915.75,1684224667.03399,BTCUSDT,1d,256611.0,19356.3136767972,46.2850412,18563983.94323769,129513796.43145505,906549.0,19157154724710.0,129513796.43145394,314253.516183,17217876.55490936,258624.0,355414070515.625,1002450424.9438208,354.54528390822225
2020-12-07,19375.0,19446.36,18908.66,19172.88,169402.371,3249551714.47632,926894,82063.358,1574431844.81235,BTCUSDT,1d,305857.0,19182.176832846293,69.46375134,18564921.44323769,142846099.0052812,1017188.0,19157154724710.0,142846099.00528008,314437.251332,19343628.017927807,300906.0,356563870875.0,2103990331.796725,169.4702991199149
2020-12-08,19172.87,19319.38,18133.33,18319.32,280714.132,5279747287.14345,1351027,133427.044,2510341786.92502,BTCUSDT,1d,329557.0,18340.97813769725,72.56967384,18565821.44319947,137132255.04506996,1057637.0,19157154724710.0,137132255.0450689,314617.294816,18941288.637713756,330970.0,349332093600.0,3771844232.261542,92.6157264428032
2020-12-09,18319.33,18639.7,17650.0,18537.98,353123.689,6424799134.15169,1673883,178303.953,3245713536.80042,BTCUSDT,1d,323845.0,18574.69673524255,73.17642539,18566690.19319947,132370718.71629883,1059284.0,19157154724710.0,132370718.41155957,314802.484291,17187411.942549206,321079.0,340482677175.0,2599989621.4131374,130.95539857960742
2020-12-10,18537.97,18550.0,17916.0,18253.51,233960.241,4271592591.3338,1241586,116243.722,2122841960.60726,BTCUSDT,1d,311527.0,18294.84695149036,72.52959727,18567502.69303395,123799952.47124384,995137.0,19157154724710.0,123799952.47124276,314979.851937,16448918.976491643,313649.0,338000608275.0,3877167091.86871,87.17720961365404
2020-12-11,18254.0,18290.44,17555.0,18031.47,317866.07,5689740183.80654,1563578,160142.007,2867277619.46507,BTCUSDT,1d,304342.0,18061.760025716,71.18650492,18568365.19291929,131418411.08485878,1078069.0,19157154724710.0,131418411.08485769,315149.90137,16978667.126258247,304735.0,335156686875.0,2913875514.564554,115.02093524578224
2020-12-12,18031.71,18950.0,18012.21,18800.0,196962.282,3641762062.74761,1080853,106123.938,1962692168.6893,BTCUSDT,1d,296177.0,18813.2837685564,48.85952084,18569190.19269543,125704567.12464756,962538.0,19157154724710.0,125704567.1246465,315332.852679,16396977.01721114,295410.0,342199968281.25,1929697457.1383853,177.3334814819677
2020-12-13,18800.0,19432.0,18705.46,19175.07,239760.089,4594353525.456,1182585,121821.87,2334599624.83917,BTCUSDT,1d,274709.0,19156.0825055523,38.59964076,18570165.19261899,148342069.0427936,938739.0,19144667899932.82,148463110.1109586,315503.907653,19661607.518971115,276160.0,356729579937.5,3450322095.0157766,103.39022564091044
2020-12-14,19175.06,19355.35,19004.72,19270.7,181555.823,3480597165.14886,1063827,90220.454,1730017045.771,BTCUSDT,1d,313940.0,19286.7512992402,59.86704038,18571071.44259715,134574370.80097473,977389.0,18670168558400.0,134574371.39496115,315687.074335,18516458.628991958,314350.0,357490065625.0,2685900125.77615,133.0987932850613
2020-12-15,19270.71,19598.0,19039.64,19424.91,248744.054,4809598929.89016,1313847,122075.043,2361458658.55847,BTCUSDT,1d,322798.0,19432.5884640561,70.23419998,18571946.44259715,129933875.82961448,1047043.0,18670168558400.0,129933875.82961763,315856.850186,18584575.83562396,320440.0,360441494400.0,3108771396.732216,115.94338997678567
2020-12-16,19424.9,21600.0,19274.55,21346.8,459302.012,9357131523.97121,2298208,241794.889,4926403521.58637,BTCUSDT,1d,313973.0,21370.7203186441,83.08817579,18572840.19259715,132718173.76280424,1098912.0,18670168558400.0,132718173.16882376,316037.944035,19816346.525156558,315217.0,381334419750.0,4228699631.5529056,90.17770307085219
2020-12-17,21346.81,23888.04,21231.5,22816.99,823435.821,18707295908.07286,4179029,410694.991,9329002947.94464,BTCUSDT,1d,308001.0,22789.2674160725,164.4657575,18573646.44259715,119724785.58585908,1066159.0,18670168558400.0,119724785.58586197,316225.176574,22338873.247198086,309481.0,438912593906.25,5540206537.115145,79.22314645958981
2020-12-18,22816.99,23330.0,22363.94,23124.35,305997.222,7000308998.92912,1812455,151397.139,3464553049.81717,BTCUSDT,1d,377227.0,23048.7645610754,195.70631342,18574627.69259715,145711560.75178188,1194851.0,18670168558400.0,145711560.75178552,316392.913511,27241477.87548204,375549.0,419216049275.0,6176614857.997192,67.87148930489306
2020-12-19,23124.35,24281.61,22735.81,23847.28,337535.438,7938307873.86828,1930474,167811.299,3947885496.87695,BTCUSDT,1d,339766.0,23856.7735192285,114.96731243,18575615.19255893,146639659.56785923,1158142.0,18670168558400.0,146639659.8648542,316592.62741,25884376.309846204,343536.0,439661586393.75,2768897617.388285,158.7857866729118
2020-12-20,23847.28,24376.0,23076.25,23472.96,322289.774,7612660738.46881,1951223,155605.498,3677419184.16979,BTCUSDT,1d,282293.0,23528.5506135593,73.67000639,18576558.94252071,140142965.92487437,1075417.0,18670168558400.0,140142966.07337332,316792.5048,24027162.60963906,282043.0,438123951781.25,2436345570.703207,179.82832856292774
2020-12-21,23472.96,24145.0,21920.0,22730.1,476456.589,11000495257.06996,2612726,231309.94,5342893422.09471,BTCUSDT,1d,274086.0,22937.4183435418,142.0157836,18577408.94250433,126221478.78335664,1126710.0,18670168558400.0,126221479.37734284,316995.300096,23298120.991149504,269834.0,428570031640.625,3918912338.912008,109.359433071577
